"IDRSSD","CERT","CB","CHARTER_TYPE","SDI_BK_CLASS_DESC","SDI_REGAGNT_DESC","INST_NAME","INST_STATE","OCC_ID","OTS_ID","TOTAL_BNK_EQUITY_CAPITAL","TOTAL_ASSETS","TOTAL_ASSETS_RCON2170","OTHR_INTANGIBLES","GOODWILL","NET_DEF_TAX_ASST","TIER1LEVERAGE","STATE_DESC","ADJ_TOTAL_BNK_EQ_CAP","ADJ_TOTAL_ASSETS","SIMPLE_LEVERAGE_RATIO"
66677,28346,1,"National Charter","SA","OCC","CINCINNATI FEDERAL","OH",701409,1409,17267,143620,142540,630,0,234,0.1219,"Ohio",16403,142756,0.1149023508644120036986186219843649303707
137821,11085,1,"State-Chartered","NM","FDIC","MILTON BANKING COMPANY, THE","OH",0,0,14821,137554,140946,152,260,476,0.1058,"Ohio",13933,136666,0.1019492778013551285616027395255586612618
480723,6646,1,"National Charter","N","OCC","1ST NATIONAL BANK","OH",8709,0,14615,138315,140879,2350,0,0,0.0999,"Ohio",12265,135965,0.0902070385761041444489390652006030963851
346379,29705,1,"National Charter","SA","OCC","FIRST FEDERAL COMMUNITY BANK OF BUCYRUS","OH",703920,3920,11959,139664,140522,485,0,0,0.0851,"Ohio",11474,139179,0.0824405980787331422125464330107271930392
44929,6637,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF MCCONNELSVILLE, THE","OH",46,0,16693,139937,138285,96,6071,0,0.0752,"Ohio",10526,133770,0.078687299095462360768483217462809299544
3615021,58434,1,"State-Chartered","NM","FDIC","CBANK","OH",0,0,18166,131397,137897,1057,954,0,0.1291,"Ohio",16155,129386,0.1248589491907934397848298888596911566939
213912,737,1,"State-Chartered","SM","FED","APPLE CREEK BANKING COMPANY, THE","OH",0,0,9740,135314,137448,236,0,0,0.0706,"Ohio",9504,135078,0.0703593479323057788833118642562075245414
371223,6662,1,"State-Chartered","NM","FDIC","RIVERHILLS BANK","OH",0,0,13076,130399,130932,612,0,210,0.1042,"Ohio",12254,129577,0.0945692522592744082668992182254566782685
553926,6706,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF SYCAMORE, THE","OH",11383,0,15900,124149,123974,19,1558,0,0.117,"Ohio",14323,122572,0.1168537675815031165355872466795026596613
2747279,35060,1,"State-Chartered","SM","FED","SETTLERS BANK","OH",0,0,13623,122794,122732,0,0,447,0.111,"Ohio",13176,122347,0.1076936908955675251538656444375423998954
3369007,57949,1,"State-Chartered","SB","FDIC","BENCHMARK BANK","OH",0,0,11594,123106,122305,175,0,0,0.0937,"Ohio",11419,122931,0.0928895071218813806118879696740447893534
176325,9462,1,"State-Chartered","NM","FDIC","FARMERS & MERCHANTS BANK","OH",0,0,12205,119612,121837,0,0,0,0.0978,"Ohio",12205,119612,0.1020382570310671170116710697923285289101
445777,27968,1,"State-Chartered","SA","FDIC","WATCH HILL BANK","OH",0,644,14085,117255,119324,35,0,0,0.1211,"Ohio",14050,117220,0.1198600921344480464084627196724108513905
367178,32293,1,"State-Chartered","SA","FDIC","MIAMI SAVINGS BANK","OH",0,8104,16665,118562,119050,250,0,154,0.1396,"Ohio",16261,118158,0.1376208128099663162883596540225799353408
87476,31539,1,"State-Chartered","SB","FDIC","WILMINGTON SAVINGS BANK, THE","OH",0,7147,26391,119327,118209,0,0,0,0.2201,"Ohio",26391,119327,0.2211653691117685016802567734041750819178
790972,30001,1,"National Charter","SA","OCC","MUTUAL FEDERAL SAVINGS BANK","OH",704519,4519,13005,115664,118133,373,0,0,0.1094,"Ohio",12632,115291,0.1095662280663711824860570209296475874093
431323,6659,1,"National Charter","N","OCC","PEOPLES NATIONAL BANK, THE","OH",13596,0,11285,118364,117630,0,879,0,0.0884,"Ohio",10406,117485,0.0885730093203387666510618376814061369537
661072,30084,1,"State-Chartered","SA","FDIC","MERCER SAVINGS BANK","OH",0,4715,10856,114496,116305,194,0,0,0.0952,"Ohio",10662,114302,0.0932792077129009116200941365855365610401
380878,29495,1,"National Charter","SA","OCC","VAN WERT FEDERAL SAVINGS BANK","OH",703551,3551,23402,114940,113947,0,0,0,0.2033,"Ohio",23402,114940,0.2036018792413433095528101618235601183226
210779,29703,1,"National Charter","SA","OCC","PEOPLES FEDERAL SAVINGS AND LOAN ASSOCIATION","OH",703917,3917,14908,113223,113843,0,0,31,0.1319,"Ohio",14877,113192,0.1314315499328574457558838080429712347162
892223,16370,1,"State-Chartered","NM","FDIC","HICKSVILLE BANK, THE","OH",0,0,13967,114025,113683,130,0,687,0.1144,"Ohio",13150,113208,0.1161578687018585258992297364143876757826
296474,29571,1,"State-Chartered","SA","FDIC","HOME SAVINGS AND LOAN COMPANY OF KENTON, THE","OH",0,3681,31302,113670,112473,0,0,0,0.285,"Ohio",31302,113670,0.2753760886777513855898653998416468725257
820879,29135,1,"National Charter","SA","OCC","FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF VAN WERT, OH","OH",702969,2969,18260,111378,112113,0,0,0,0.1619,"Ohio",18260,111378,0.1639462012246583705938336116647811955682
278872,30439,1,"State-Chartered","SA","FDIC","EAGLE SAVINGS BANK","OH",0,5337,12017,107413,109563,2,0,0,0.1119,"Ohio",12015,107411,0.1118600515775851635307370753461004925008
760210,10280,1,"State-Chartered","NM","FDIC","FARMERS AND MERCHANTS BANK, THE","OH",0,0,13679,107249,108350,0,0,0,0.1269,"Ohio",13679,107249,0.1275443127674850115152588835327135917351
386825,6732,1,"National Charter","N","OCC","CITIZENS NATIONAL BANK OF WOODSFIELD, THE","OH",13847,0,7698,108873,108009,0,0,0,0.0707,"Ohio",7698,108873,0.0707062357058223802044584056653164696481
320070,28555,1,"State-Chartered","SB","FDIC","VALLEY CENTRAL BANK","OH",0,1834,27198,105171,107116,44,0,429,0.2594,"Ohio",26725,104698,0.2552579800951307570345183289079065502684
819172,29975,1,"State-Chartered","SB","FDIC","PEOPLES SAVINGS BANK, THE","OH",0,4468,9744,105892,105863,0,0,1311,0.1038,"Ohio",8433,104581,0.080636061999789636740899398552318298735
446176,29521,1,"National Charter","SA","OCC","FIDELITY FEDERAL SAVINGS AND LOAN ASSOCIATION OF DELAWARE","OH",703587,3587,21874,103814,103832,7,0,0,0.209,"Ohio",21867,103807,0.2106505341643627115705106592040999161906
327220,8647,1,"State-Chartered","NM","FDIC","FARMERS STATE BANK","OH",0,0,9827,101496,102332,144,0,0,0.0966,"Ohio",9683,101352,0.0955383218880732496645354803062593732733
1390324,27506,1,"State-Chartered","NM","FDIC","STANDING STONE BANK","OH",0,0,7362,100603,101760,0,0,0,0.0732,"Ohio",7362,100603,0.0731787322445652714133773346719282725167
91615,14523,1,"State-Chartered","NM","FDIC","ANTWERP EXCHANGE BANK COMPANY, THE","OH",0,0,9776,97559,100341,0,0,0,0.0977,"Ohio",9776,97559,0.1002060291720907348373804569542533236298
71073,28349,1,"National Charter","SA","OCC","HOME FEDERAL SAVINGS AND LOAN ASSOCIATION OF NILES OHIO","OH",701412,1412,11978,97424,98306,0,0,144,0.1267,"Ohio",11834,97280,0.1216488486842105263157894736842105263158
155517,24493,0,"State-Chartered","SM","FED","GREAT LAKES BANKERS BANK","OH",0,0,12642,108824,94601,0,0,535,0.1184,"Ohio",12107,108289,0.1118026761720950419710219874594834193685
576578,29578,1,"National Charter","SA","OCC","MONROE FEDERAL SAVINGS AND LOAN ASSOCIATION","OH",703692,3692,10891,91711,92958,0,0,197,0.1191,"Ohio",10694,91514,0.1168564372664291802347181851957077605612
538222,15214,1,"National Charter","N","OCC","FIRST CENTRAL NATIONAL BANK OF SAINT PARIS, THE","OH",2488,0,15022,88832,87665,0,0,254,0.1693,"Ohio",14768,88578,0.1667231140915351441667231140915351441667
685023,6638,1,"National Charter","N","OCC","CITIZENS NATIONAL BANK OF MCCONNELSVILLE, THE","OH",5259,0,10177,85845,85173,0,0,131,0.1172,"Ohio",10046,85714,0.1172037240124133747112490374967916559722
646873,29173,1,"National Charter","SA","OCC","NEW CARLISLE FEDERAL SAVINGS BANK","OH",703043,3043,10176,85918,84955,184,0,121,0.1185,"Ohio",9871,85613,0.1152979103640802214616939016270893439081
290922,6728,1,"National Charter","N","OCC","NATIONAL BANK OF ADAMS COUNTY OF WEST UNION, THE","OH",13198,0,8978,82418,83571,0,0,0,0.1089,"Ohio",8978,82418,0.1089325147419253075784416025625470164285
443625,8403,1,"State-Chartered","SM","FED","OTTOVILLE BANK COMPANY, THE","OH",0,0,15926,83483,82642,0,0,193,0.1864,"Ohio",15733,83290,0.1888942249969984391883779565373994477128
815772,28157,1,"State-Chartered","SA","FDIC","CINCINNATUS SAVINGS AND LOAN COMPANY, THE","OH",0,1016,19889,81998,82017,184,0,89,0.2426,"Ohio",19616,81725,0.2400244723156928724380544509024166411747
352370,29749,1,"National Charter","SA","OCC","SOUTHERN HILLS COMMUNITY BANK","OH",704013,4013,13262,82808,81248,52,0,0,0.1599,"Ohio",13210,82756,0.1596258881531248489535501957561989463
548829,2289,1,"State-Chartered","NM","FDIC","COMMODORE BANK","OH",0,0,7119,80368,80979,64,0,525,0.0895,"Ohio",6530,79779,0.0818511137016006718560022060943356021008
847979,32286,1,"State-Chartered","SA","FDIC","COMMUNITY SAVINGS BANK","OH",0,8094,11573,77496,78853,363,0,0,0.148,"Ohio",11210,77133,0.1453333851918115462901741148406000025929
203575,28677,1,"State-Chartered","SB","FDIC","CONNEAUT SAVINGS BANK, THE","OH",0,2123,8435,80305,78721,0,0,0,0.1043,"Ohio",8435,80305,0.1050370462611294439947699396052549654442
940021,2300,1,"State-Chartered","NM","FDIC","BANK OF MAGNOLIA COMPANY, THE","OH",0,0,8930,80291,78569,0,0,0,0.1069,"Ohio",8930,80291,0.1112204356652675891444869287965027213511
887827,14920,1,"State-Chartered","SM","FED","HAMLER STATE BANK, THE","OH",0,0,11960,74265,73531,0,0,0,0.1602,"Ohio",11960,74265,0.161044906752844543189927960681343836262
870913,2286,1,"State-Chartered","NM","FDIC","BUCKEYE STATE BANK","OH",0,0,7253,57974,72554,260,1747,578,0.0971,"Ohio",4668,55389,0.0842766614309700482045171423928938958999
533227,16167,1,"State-Chartered","SM","FED","METAMORA STATE BANK, THE","OH",0,0,6481,65498,68258,0,0,0,0.0986,"Ohio",6481,65498,0.0989495862469083025435891172249534336926
2607412,34386,1,"State-Chartered","NM","FDIC","SPRING VALLEY BANK","OH",0,0,28597,66413,67912,0,0,0,0.4306,"Ohio",28597,66413,0.4305934079171246593287458780660412870974
363778,30688,1,"State-Chartered","SA","FDIC","PEOPLES FIRST SAVINGS BANK","OH",0,5752,6809,67429,67310,15,0,0,0.101,"Ohio",6794,67414,0.1007802533598362357967187824487495179043
58177,29323,1,"National Charter","SA","OCC","RIPLEY FEDERAL SAVINGS BANK","OH",703280,3280,6856,67415,67036,5,0,0,0.109,"Ohio",6851,67410,0.1016318053701231271324729268654502299362
995674,29858,1,"State-Chartered","SB","FDIC","SSB COMMUNITY BANK","OH",0,4215,6373,63903,65760,0,0,0,0.0997,"Ohio",6373,63903,0.0997292771857346290471495860914198081467
835079,28063,1,"National Charter","SA","OCC","COVINGTON SAVINGS AND LOAN ASSOCIATION, THE","OH",700827,827,9874,66748,64780,0,0,0,0.1475,"Ohio",9874,66748,0.147929525978306466111344160124647929526
24378,32307,1,"State-Chartered","SA","FDIC","GALION BUILDING AND LOAN BANK, THE","OH",0,8123,7130,63440,63293,0,0,200,0.1124,"Ohio",6930,63240,0.1095825426944971537001897533206831119545
804815,13206,1,"State-Chartered","NM","FDIC","EDON STATE BANK COMPANY OF EDON, OHIO, THE","OH",0,0,10788,65156,63201,0,0,0,0.1706,"Ohio",10788,65156,0.1655718583092884768862422493707409908527
875879,28217,1,"National Charter","SA","OCC","WARSAW FEDERAL SAVINGS AND LOAN ASSOCIATION","OH",701158,1158,8764,61092,62931,98,0,206,0.1438,"Ohio",8460,60788,0.1391722050404685135224057379746002500494
287922,9439,1,"State-Chartered","NM","FDIC","PEOPLES SAVINGS BANK, THE","OH",0,0,6961,61672,61263,0,0,73,0.1095,"Ohio",6888,61599,0.1118199970778746408220912677153849900161
560214,12980,1,"State-Chartered","SM","FED","CORN CITY STATE BANK, THE","OH",0,0,9549,62987,60450,0,0,0,0.1516,"Ohio",9549,62987,0.1516027116706622001365361106260021909283
484927,6649,1,"National Charter","N","OCC","PEOPLES NATIONAL BANK OF MT. PLEASANT, THE","OH",6667,0,7148,59596,59343,0,0,0,0.1199,"Ohio",7148,59596,0.1199409356332639774481508826095711121552
79127,6680,1,"National Charter","N","OCC","HOME NATIONAL BANK","OH",9815,0,8522,59449,58549,0,0,0,0.1418,"Ohio",8522,59449,0.1433497619808575417584820602533263805951
735414,6530,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF BLANCHESTER, THE","OH",8588,0,6878,59006,58486,0,101,10,0.115,"Ohio",6767,58895,0.1148993972323626793445963154766958145853
546320,16222,1,"State-Chartered","NM","FDIC","SHERWOOD STATE BANK, THE","OH",0,0,6315,56742,57790,0,0,0,0.1094,"Ohio",6315,56742,0.1112932219519932325261710901977371259385
289225,15326,1,"State-Chartered","NM","FDIC","UNION BANKING COMPANY, THE","OH",0,0,7530,56357,57402,0,0,0,0.1056,"Ohio",7530,56357,0.133612505988608336142803910783043809997
476472,27969,1,"National Charter","SA","OCC","COMMUNITY SAVINGS","OH",700646,646,6368,55651,56373,0,0,0,0.1144,"Ohio",6368,55651,0.1144274137032578030942840200535480045282
97279,32292,1,"State-Chartered","SB","FDIC","WOODSFIELD SAVINGS BANK","OH",0,8103,5217,55807,56060,0,0,0,0.0931,"Ohio",5217,55807,0.0934828964108445177128317236189008547315
381026,13802,1,"State-Chartered","SM","FED","TWIN VALLEY BANK, THE","OH",0,0,6691,55563,56039,0,0,3,0.121,"Ohio",6688,55560,0.120374370050395968322534197264218862491
378110,389,1,"State-Chartered","NM","FDIC","PEOPLES BANK, THE","OH",0,0,5236,55765,55500,0,0,0,0.0931,"Ohio",5236,55765,0.093894019546310409755222810006276338205
402873,28703,1,"State-Chartered","SA","FDIC","VERSAILLES SAVINGS AND LOAN COMPANY, THE","OH",0,2186,10190,54209,54985,0,0,704,0.2003,"Ohio",9486,53505,0.1772918418839360807401177460050462573591
534073,28463,1,"State-Chartered","SB","FDIC","LIBERTY BANK","OH",0,1639,7717,56818,54326,0,0,0,0.1353,"Ohio",7717,56818,0.1358196346228307930585377873209194269422
579319,6584,1,"National Charter","N","OCC","COMMUNITY FIRST BANK, NATIONAL ASSOCIATION","OH",7518,0,5162,54858,54114,0,0,0,0.0942,"Ohio",5162,54858,0.0940974880600823945459185533559371468154
978417,741,1,"State-Chartered","NM","FDIC","FIRST CITY BANK","OH",0,0,6936,54113,53969,0,0,0,0.1275,"Ohio",6936,54113,0.1281762238279156579749782861789218856837
505916,6592,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF GERMANTOWN, THE","OH",86,0,4929,53282,52364,0,0,515,0.0839,"Ohio",4414,52767,0.0836507665775958458885288153580836507666
943273,30889,1,"State-Chartered","SA","FDIC","PEOPLES SAVINGS AND LOAN COMPANY, THE","OH",0,6068,6653,50752,50583,0,0,181,0.131,"Ohio",6472,50571,0.1279784856933815823297937553143105732534
493077,30744,1,"State-Chartered","SB","FDIC","BELPRE SAVINGS BANK","OH",0,5846,7911,50667,50316,0,0,258,0.1561,"Ohio",7653,50409,0.1518181277152889364994346247693864190918
112510,17759,1,"State-Chartered","NM","FDIC","BALTIC STATE BANK, THE","OH",0,0,5255,47242,49387,0,0,0,0.1077,"Ohio",5255,47242,0.1112357647855721603657762160789128318022
853970,26263,1,"State-Chartered","NM","FDIC","FIRST SAFETY BANK","OH",0,0,10206,49096,49042,257,0,0,0.2072,"Ohio",9949,48839,0.2037101496754642805954257867687708593542
2122997,33855,0,"National Charter","N","OCC","CREDIT FIRST NATIONAL ASSOCIATION","OH",22594,0,46301,48361,48740,0,0,0,0.9574,"Ohio",46301,48361,0.9574036930584561940406525919645995740369
138725,13567,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF POWHATAN POINT, THE","OH",7759,0,4254,48966,47884,0,0,0,0.0824,"Ohio",4254,48966,0.0868766082587918147285871829432667565249
513920,9860,1,"State-Chartered","SM","FED","MARBLEHEAD BANK, THE","OH",0,0,4562,46895,46120,0,0,1,0.098,"Ohio",4561,46894,0.0972619098392118394677357444449183264384
559179,28663,1,"State-Chartered","SA","FDIC","BROOKVILLE BUILDING AND SAVINGS ASSOCIATION","OH",0,2076,7523,43882,44425,0,0,0,0.1714,"Ohio",7523,43882,0.171437035686614101453899093022195888975
148920,9865,1,"State-Chartered","NM","FDIC","REPUBLIC BANKING COMPANY, THE","OH",0,0,6235,44496,44278,0,0,48,0.1401,"Ohio",6187,44448,0.1391963642908567314614830813534917206623
1009813,16921,1,"State-Chartered","NM","FDIC","MONITOR BANK, THE","OH",0,0,5525,44374,43113,0,0,28,0.1245,"Ohio",5497,44346,0.1239570648987507328733143913768998331304
324229,8397,1,"State-Chartered","NM","FDIC","WATERFORD COMMERCIAL AND SAVINGS BANK, THE","OH",0,0,5365,42463,41749,0,0,6,0.1267,"Ohio",5359,42457,0.1262218244341333584567915773606236898509
3461264,58317,1,"National Charter","SA","OCC","RESOLUTE BANK","OH",718042,18042,3503,38129,38559,6,0,0,0.0918,"Ohio",3497,38123,0.0917294021981480995724365868373422868085
12179,29899,1,"State-Chartered","SA","FDIC","AMERICAN SAVINGS BANK","OH",0,4287,7685,39454,38548,0,0,28,0.1949,"Ohio",7657,39426,0.1942119413584943945619641860701060214072
868572,30176,1,"State-Chartered","SA","FDIC","HOME SAVINGS BANK OF WAPAKONETA","OH",0,4893,4475,36429,36843,0,0,0,0.1209,"Ohio",4475,36429,0.1228416920585248016689999725493425567542
235316,16193,1,"State-Chartered","NM","FDIC","ROCKHOLD, BROWN & COMPANY BANK, THE","OH",0,0,3154,34911,34305,22,0,0,0.0904,"Ohio",3132,34889,0.0897704147439020894837914528934621227321
643274,27847,1,"State-Chartered","SB","FDIC","PIONEER SAVINGS BANK, THE","OH",0,384,6442,33001,32791,0,0,0,0.1855,"Ohio",6442,33001,0.1952062058725493166873731099057604315021
389826,9440,1,"State-Chartered","NM","FDIC","PATASKALA BANKING COMPANY, THE","OH",0,0,2417,30995,31064,0,0,20,0.0793,"Ohio",2397,30975,0.0773849878934624697336561743341404358354
840578,28085,1,"State-Chartered","SB","FDIC","NELSONVILLE HOME & SAVINGS","OH",0,0,2958,27265,27392,0,0,0,0.1085,"Ohio",2958,27265,0.1084907390427287731523931780671190170548
312570,32304,1,"State-Chartered","SA","FDIC","ADAMS COUNTY BUILDING AND LOAN COMPANY, THE","OH",0,8120,4231,24045,24120,0,0,55,0.175,"Ohio",4176,23990,0.1740725302209253855773238849520633597332
693073,29005,1,"National Charter","SA","OCC","FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF CENTERBURG","OH",702753,2753,4317,24460,23573,0,0,39,0.1765,"Ohio",4278,24421,0.1751771016747880922157159821465132467958
918776,32306,1,"State-Chartered","SA","FDIC","NEW FOUNDATION SAVINGS BANK","OH",0,8122,2001,20538,20181,0,0,0,0.0979,"Ohio",2001,20538,0.0974291557113643003213555360794624598306
274025,9438,1,"State-Chartered","NM","FDIC","MT. VICTORY STATE BANK","OH",0,0,1762,17428,17323,0,0,85,0.1088,"Ohio",1677,17343,0.0966960733437121605258605777547137173499
910079,29966,1,"State-Chartered","SA","FDIC","EQUITABLE SAVINGS AND LOAN COMPANY, THE","OH",0,4440,2801,13375,13414,0,0,0,0.209,"Ohio",2801,13375,0.2094205607476635514018691588785046728972
339858,4214,0,"National Charter","N","OCC","BOKF, NATIONAL ASSOCIATION","OK",13679,0,2746810,30782478,31272894,234392,352396,3409,0.0781,"Oklahoma",2156613,30192281,0.0714292835311118096708228172624651976444
595270,4063,0,"National Charter","SA","OCC","MIDFIRST BANK","OK",714191,14191,1154671,12540316,11567246,189506,30397,520,0.0917,"Oklahoma",934248,12319893,0.0758324767918033054345520695674873150278
1386251,27476,0,"State-Chartered","NM","FDIC","BANCFIRST","OK",0,0,618021,6640607,6678359,13057,45368,12197,0.0859,"Oklahoma",547399,6569985,0.0833181506502678468824510253828585605599
509950,4239,0,"State-Chartered","NM","FDIC","FIRST UNITED BANK AND TRUST COMPANY","OK",0,0,297633,3117409,3153899,62949,14592,0,0.0863,"Oklahoma",220092,3039868,0.0724018279741094021187762100196455898743
1187001,27210,1,"State-Chartered","SM","FED","INTERBANK","OK",0,0,405105,2899314,2903698,18439,76078,0,0.1142,"Oklahoma",310588,2804797,0.1107345736607676063543992666848973383814
945053,15399,1,"State-Chartered","SM","FED","RCB BANK","OK",0,0,249204,2462141,2494748,8262,37352,0,0.0839,"Oklahoma",203590,2416527,0.0842490069426081314216642313535085682883
398350,4201,0,"State-Chartered","SM","FED","BANK SNB","OK",0,0,305064,2313161,2347789,6615,13467,12134,0.1266,"Oklahoma",272848,2280945,0.1196205958495272792636385357823182935143
106359,23473,0,"National Charter","N","OCC","FIRST FIDELITY BANK, NATIONAL ASSOCIATION","OK",17045,0,148453,1445175,1391008,3148,14206,0,0.092,"Oklahoma",131099,1427821,0.0918175317494279745150127361903207755034
311050,4190,1,"State-Chartered","SM","FED","AMERICAN HERITAGE BANK","OK",0,0,99714,1054368,1075111,864,6729,0,0.0889,"Oklahoma",92121,1046775,0.0880045855126459840940030092426739270617
470452,2315,1,"State-Chartered","NM","FDIC","ARMSTRONG BANK","OK",0,0,101941,834493,840276,1472,13131,0,0.0994,"Oklahoma",87338,819890,0.1065240459085974947858859115247167302931
139553,10667,1,"State-Chartered","SM","FED","MABREY BANK","OK",0,0,64145,816722,831796,0,79,0,0.0782,"Oklahoma",64066,816643,0.0784504367269418828055833454765423814323
67151,20156,1,"State-Chartered","NM","FDIC","KIRKPATRICK BANK","OK",0,0,64050,720441,727061,0,325,0,0.0899,"Oklahoma",63725,720116,0.0884926872892700620455593265529442478712
632858,21978,1,"State-Chartered","NM","FDIC","FRONTIER STATE BANK","OK",0,0,71502,677806,684342,0,0,0,0.1108,"Oklahoma",71502,677806,0.1054903615488797679572030935105325122528
2826316,35348,0,"State-Chartered","SM","FED","CENTRAL BANK OF OKLAHOMA","OK",0,0,129226,666293,662219,527,56646,2027,0.1189,"Oklahoma",70026,607093,0.1153464131525153477309077851334144850954
142955,4048,1,"State-Chartered","NM","FDIC","SPIRITBANK","OK",0,0,80997,645767,659341,0,814,11119,0.1151,"Oklahoma",69064,633834,0.1089622835000962397094507394680626157637
241157,4029,1,"National Charter","N","OCC","VISION BANK, NATIONAL ASSOCIATION","OK",12591,0,64478,627091,635803,1043,28,0,0.0991,"Oklahoma",63407,626020,0.1012859014089006740998690137695281300917
278555,4091,1,"National Charter","N","OCC","CENTRAL NATIONAL BANK & TRUST CO., OF ENID","OK",12044,0,52640,595792,607893,0,1165,0,0.0877,"Oklahoma",51475,594627,0.0865668730145116182077167703451071007539
507152,21848,1,"National Charter","N","OCC","QUAIL CREEK BANK, NATIONAL ASSOCIATION","OK",16405,0,60761,581119,590617,0,0,0,0.1022,"Oklahoma",60761,581119,0.1045586188026892942753549617204049428774
1228034,27394,1,"State-Chartered","NM","FDIC","FIRST BANK & TRUST COMPANY","OK",0,0,76420,585694,586172,349,0,0,0.1305,"Oklahoma",76071,585345,0.129959254798452194859441867616533839018
39756,4032,1,"State-Chartered","NM","FDIC","NBC OKLAHOMA","OK",0,0,46596,568423,576625,0,1069,0,0.0808,"Oklahoma",45527,567354,0.0802444329290002361841108020741900118797
18854,4147,1,"State-Chartered","SM","FED","BANK 7","OK",0,0,51425,532427,563951,1602,0,0,0.0939,"Oklahoma",49823,530825,0.0938595582348231526397588659162624217021
2482824,34207,1,"National Charter","N","OCC","GREAT PLAINS NATIONAL BANK","OK",23049,0,56834,550307,554698,559,960,0,0.0993,"Oklahoma",55315,548788,0.1007948424528233124631005051130855630954
154154,4062,1,"National Charter","N","OCC","FIRST NATIONAL BANK AND TRUST COMPANY, CHICKASHA, OKLAHOMA, THE","OK",5547,0,64103,524836,530104,185,7498,147,0.1079,"Oklahoma",56273,517006,0.108843997941996804679249370413496168323
427353,19288,1,"National Charter","N","OCC","FIRSTAR BANK, NATIONAL ASSOCIATION","OK",15429,0,57622,521861,522018,53,14815,0,0.0833,"Oklahoma",42754,506993,0.0843285804734976617034160234953934275227
984258,4037,1,"National Charter","N","OCC","FIRST NATIONAL BANK AND TRUST COMPANY OF ARDMORE","OK",13677,0,45207,499465,505128,0,4606,0,0.0881,"Oklahoma",40601,494859,0.0820455927850155296761299683344144493684
516855,4178,1,"State-Chartered","SM","FED","SECURITY BANK","OK",0,0,60542,486785,488783,0,0,0,0.1242,"Oklahoma",60542,486785,0.1243711289378267613011904639625296588843
1198605,27286,1,"State-Chartered","NM","FDIC","REPUBLIC BANK & TRUST","OK",0,0,52292,493576,484559,139,0,0,0.0966,"Oklahoma",52153,493437,0.1056933306582197930029568111025318328378
251352,4033,1,"National Charter","N","OCC","BANCCENTRAL, NATIONAL ASSOCIATION","OK",12152,0,45029,475799,484375,2380,2311,0,0.0815,"Oklahoma",40338,471108,0.0856236786469344608879492600422832980973
839255,16127,1,"State-Chartered","SM","FED","FNB COMMUNITY BANK","OK",0,0,47184,460752,454846,0,173,0,0.0977,"Oklahoma",47011,460579,0.1020693518375783524650494269169892678563
347956,23737,1,"National Charter","N","OCC","VALLEY NATIONAL BANK","OK",17174,0,41416,445231,454844,0,0,257,0.0929,"Oklahoma",41159,444974,0.0924975391820645700647678291315897108595
830355,4145,1,"National Charter","N","OCC","FIRST NATIONAL BANK & TRUST COMPANY OF MCALESTER","OK",5052,0,54256,452989,453139,0,0,0,0.1164,"Oklahoma",54256,452989,0.1197733278291525842790884546865376421944
68756,11522,1,"National Charter","N","OCC","LIBERTY NATIONAL BANK","OK",23516,0,56037,435800,444118,2554,2892,0,0.1162,"Oklahoma",50591,430354,0.1175567091278342945575038224345538788997
320052,4042,1,"State-Chartered","NM","FDIC","LEGACY BANK","OK",0,0,36822,444397,436497,0,0,0,0.0832,"Oklahoma",36822,444397,0.0828583451283424505565969167208599517999
75259,12484,1,"State-Chartered","NM","FDIC","FIRST OKLAHOMA BANK","OK",0,0,36127,407042,410847,1156,54,152,0.0886,"Oklahoma",34765,405680,0.0856956221652534016959179648984421218695
125154,16416,1,"National Charter","N","OCC","FSNB, NATIONAL ASSOCIATION","OK",14546,0,51450,360414,379807,0,0,0,0.1336,"Oklahoma",51450,360414,0.1427525012901829562669596630541543891192
163857,12761,1,"State-Chartered","NM","FDIC","F&M BANK","OK",0,0,31845,363502,377750,284,1434,0,0.0841,"Oklahoma",30127,361784,0.08327344492846560378568427570041792893
829050,4146,1,"National Charter","N","OCC","BANK, NATIONAL ASSOCIATION, THE","OK",13770,0,36546,364690,365035,0,0,0,0.101,"Oklahoma",36546,364690,0.1002111382269873042858318023526831007157
256058,24472,1,"National Charter","N","OCC","AMERICAN NATIONAL BANK","OK",17764,0,36100,365393,364929,0,0,0,0.0971,"Oklahoma",36100,365393,0.0987977328520250798455361761172217311224
25357,20093,1,"State-Chartered","NM","FDIC","ALL AMERICA BANK","OK",0,0,43276,358736,361470,2823,3119,0,0.1086,"Oklahoma",37334,352794,0.1058237951892605883320011111300078799526
525053,4211,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF OKLAHOMA","OK",11397,0,32757,357359,359851,0,0,0,0.091,"Oklahoma",32757,357359,0.0916641248716276909214543358359520818001
288358,4218,1,"National Charter","N","OCC","FIRST NATIONAL BANK AND TRUST COMPANY OF VINITA, THE","OK",4704,0,32475,345339,359483,538,0,0,0.0946,"Oklahoma",31937,344801,0.0926244413444276553722291988712329720621
