"IDRSSD","CERT","CB","CHARTER_TYPE","SDI_BK_CLASS_DESC","SDI_REGAGNT_DESC","INST_NAME","INST_STATE","OCC_ID","OTS_ID","TOTAL_BNK_EQUITY_CAPITAL","TOTAL_ASSETS","TOTAL_ASSETS_RCON2170","OTHR_INTANGIBLES","GOODWILL","NET_DEF_TAX_ASST","TIER1LEVERAGE","STATE_DESC","ADJ_TOTAL_BNK_EQ_CAP","ADJ_TOTAL_ASSETS","SIMPLE_LEVERAGE_RATIO"
315357,15312,1,"State-Chartered","SM","FED","ST. MARYS STATE BANK, THE","KS",0,0,10810,91771,91727,0,0,0,0.113,"Kansas",10810,91771,0.1177932026457159669176537250329624827015
989758,10502,1,"State-Chartered","SM","FED","BANKWEST OF KANSAS","KS",0,0,11786,92238,91575,0,0,0,0.1186,"Kansas",11786,92238,0.1277781391617337756672954747501029944275
1002953,4624,1,"State-Chartered","SM","FED","AMERICAN BANK OF BAXTER SPRINGS","KS",0,0,9008,88583,91119,0,0,0,0.1039,"Kansas",9008,88583,0.1016899405077723716740232324486639648691
667850,4675,1,"State-Chartered","NM","FDIC","MERIT BANK","KS",0,0,8479,93208,90822,140,568,82,0.0852,"Kansas",7689,92418,0.0831980782964357592676751282217749789002
987651,19687,1,"State-Chartered","NM","FDIC","GARDEN PLAIN STATE BANK","KS",0,0,12273,90496,89814,125,209,0,0.1318,"Kansas",11939,90162,0.1324172045872984184024311794325769171048
864855,17661,1,"State-Chartered","NM","FDIC","FIRST STATE BANK OF HEALY, THE","KS",0,0,16861,84883,89670,0,0,2,0.184,"Kansas",16859,84881,0.1986192434113641450972538023821585513837
840251,4664,1,"State-Chartered","NM","FDIC","HOME BANK AND TRUST COMPANY","KS",0,0,7012,89345,88289,0,0,0,0.0785,"Kansas",7012,89345,0.0784822877609267446415580054843583860317
2304636,34020,1,"State-Chartered","SM","FED","COMMUNITY BANK","KS",0,0,7795,86063,87867,0,0,0,0.0907,"Kansas",7795,86063,0.0905731847600013943274113149669428209567
501655,12136,1,"State-Chartered","NM","FDIC","WILSON STATE BANK","KS",0,0,8401,83941,87744,5,811,0,0.0908,"Kansas",7585,83125,0.0912481203007518796992481203007518796992
532752,16120,1,"State-Chartered","NM","FDIC","RILEY STATE BANK OF RILEY KANSAS, THE","KS",0,0,8171,85038,85604,87,0,6,0.0952,"Kansas",8078,84945,0.0950968273588792748248866913885455294602
1011553,4630,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF BELOIT, THE","KS",3231,0,9150,80513,85510,0,0,0,0.1124,"Kansas",9150,80513,0.113646243463788456522549153552842398122
901974,27727,1,"National Charter","SA","OCC","LYONS FEDERAL BANK","KS",700179,179,9855,84598,83406,784,130,141,0.1145,"Kansas",8800,83543,0.1053349771973714135235746860897980680608
1557,15328,1,"State-Chartered","NM","FDIC","FIRST STATE BANK, KIOWA, KANSAS, THE","KS",0,0,10733,77128,83246,294,70,0,0.1378,"Kansas",10369,76764,0.1350763378667083528737429003178573289563
525156,1364,1,"State-Chartered","NM","FDIC","CITIZENS STATE BANK","KS",0,0,16915,83651,82893,0,5246,123,0.1434,"Kansas",11546,78282,0.1474923992744181293273038501826729005391
870856,4690,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF HOPE, THE","KS",12384,0,10105,78206,81927,64,0,28,0.1254,"Kansas",10013,78114,0.1281844483703305425403896868679110018691
743053,4672,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF GIRARD","KS",3216,0,8561,79417,80762,0,0,0,0.1076,"Kansas",8561,79417,0.107798078497047231701021191936235314857
225054,16410,1,"State-Chartered","NM","FDIC","ANDOVER STATE BANK","KS",0,0,6679,80421,80648,0,0,0,0.083,"Kansas",6679,80421,0.0830504470225438629213762574451946630855
209559,4792,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF WASHINGTON, THE","KS",2912,0,16898,76143,80118,0,0,48,0.2209,"Kansas",16850,76095,0.2214337341481043432551415993166436690978
833758,25851,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF ELKHART","KS",18458,0,9104,77789,78332,247,0,0,0.1163,"Kansas",8857,77542,0.1142219700291454953444584870134894637745
235950,15237,1,"State-Chartered","NM","FDIC","JOHNSON STATE BANK","KS",0,0,11100,75509,77664,0,0,0,0.1457,"Kansas",11100,75509,0.1470023440914328093339866770848508124859
198073,28635,1,"State-Chartered","NM","FDIC","FIRST FEDERAL SAVINGS AND LOAN BANK","KS",0,0,8700,78022,77162,0,0,0,0.1115,"Kansas",8700,78022,0.1115070108430955371561867165671220937684
265452,18165,1,"State-Chartered","NM","FDIC","STOCKGROWERS STATE BANK, THE","KS",0,0,10283,73864,77128,0,740,0,0.1238,"Kansas",9543,73124,0.1305043487774191783819265904491001586346
804758,17883,1,"State-Chartered","SM","FED","BANK VI","KS",0,0,7936,76597,76734,0,0,26,0.1033,"Kansas",7910,76571,0.1033028169933786942837366627052017082185
614256,4794,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF KANSAS","KS",6101,0,6791,74548,73593,76,0,0,0.0908,"Kansas",6715,74472,0.0901681168761413685680524223869373724353
372855,21955,1,"State-Chartered","NM","FDIC","CHISHOLM TRAIL STATE BANK","KS",0,0,6679,73561,73481,0,0,0,0.0902,"Kansas",6679,73561,0.0907953942986093174372289664360190862006
136655,12135,1,"State-Chartered","NM","FDIC","LYNDON STATE BANK, THE","KS",0,0,8259,72737,73346,0,525,0,0.1039,"Kansas",7734,72212,0.1071013128011964770398271755386916302
1229198,32606,1,"National Charter","N","OCC","UNIVERSITY NATIONAL BANK OF LAWRENCE, THE","KS",22241,0,6590,73020,73076,0,0,338,0.086,"Kansas",6252,72682,0.0860185465452244021903635012795465177073
2775692,35118,1,"State-Chartered","NM","FDIC","COMMUNITY BANK OF WICHITA, INC.","KS",0,0,6737,74002,72695,0,0,0,0.0908,"Kansas",6737,74002,0.0910380800518904894462311829410015945515
997155,10906,1,"State-Chartered","NM","FDIC","BALDWIN STATE BANK, THE","KS",0,0,7395,68955,71874,0,0,0,0.1072,"Kansas",7395,68955,0.1072438546878398955840765716771807700674
534859,14556,1,"State-Chartered","NM","FDIC","EXCHANGE STATE BANK","KS",0,0,6085,68493,69330,0,0,0,0.0888,"Kansas",6085,68493,0.0888411954506299913859810491583081482779
275657,10503,1,"State-Chartered","SM","FED","FIRST STATE BANK, THE","KS",0,0,10485,64137,68785,0,0,0,0.1592,"Kansas",10485,64137,0.1634781795219608026568127601852284952524
612159,16971,1,"State-Chartered","NM","FDIC","TREGO-WAKEENEY STATE BANK","KS",0,0,6273,63176,68191,0,0,0,0.0986,"Kansas",6273,63176,0.0992940357097632012156515132328732430037
843953,13450,1,"State-Chartered","NM","FDIC","FOWLER STATE BANK, THE","KS",0,0,7484,67569,66753,0,0,0,0.1124,"Kansas",7484,67569,0.1107608518699403572644259941689236188193
765877,28246,1,"National Charter","SA","OCC","HOME SAVINGS BANK","KS",701227,1227,13629,65620,66580,0,0,1443,0.1906,"Kansas",12186,64177,0.1898811100550041292051669601259018028266
531157,23099,1,"State-Chartered","NM","FDIC","BANK OF PROTECTION, THE","KS",0,0,7719,64380,66090,72,0,0,0.121,"Kansas",7647,64308,0.1189121104683709647322261615973129315171
985554,10508,1,"State-Chartered","NM","FDIC","STATE BANK OF KANSAS","KS",0,0,9321,64822,64573,0,799,12,0.1324,"Kansas",8510,64011,0.132945899923450656918342159941260095921
3041358,57273,1,"State-Chartered","NM","FDIC","FIRST COMMERCE BANK","KS",0,0,7131,63223,63700,0,0,0,0.1126,"Kansas",7131,63223,0.112791231039336950160542840421998323395
1012055,4629,1,"State-Chartered","SM","FED","PEOPLES EXCHANGE BANK","KS",0,0,8806,64550,63528,0,2162,0,0.1067,"Kansas",6644,62388,0.1064948387510418670257100724498300955312
670159,14315,1,"State-Chartered","NM","FDIC","GREENSBURG STATE BANK","KS",0,0,10984,59003,63289,0,0,0,0.1885,"Kansas",10984,59003,0.1861600257614019626120705726827449451723
224552,15426,1,"State-Chartered","NM","FDIC","ALMENA STATE BANK","KS",0,0,5633,60852,63266,360,21,0,0.0906,"Kansas",5252,60471,0.0868515486762249673397165583502836070182
871358,9661,1,"State-Chartered","SM","FED","BANK OF HOLYROOD, THE","KS",0,0,7638,62103,63046,0,0,20,0.1211,"Kansas",7618,62083,0.1227066990963709872267770565211088381683
195157,4770,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF SEDAN, THE","KS",3855,0,5870,59449,62516,0,0,0,0.0987,"Kansas",5870,59449,0.0987400965533482480781846624838096519706
72351,16941,1,"State-Chartered","NM","FDIC","FARMERS STATE BANK","KS",0,0,10380,62282,62143,0,0,0,0.1637,"Kansas",10380,62282,0.1666613146655534504351176905044796249318
973252,12865,1,"State-Chartered","SM","FED","SWEDISH-AMERICAN STATE BANK","KS",0,0,4352,58263,62111,0,0,26,0.075,"Kansas",4326,58237,0.0742826725277744389305767810841904631076
924254,9658,1,"State-Chartered","NM","FDIC","CITIZENS STATE BANK OF CHENEY, KANSAS, THE","KS",0,0,6876,61335,61762,0,73,0,0.1067,"Kansas",6803,61262,0.1110476314844438640592863438999706180014
528858,10925,1,"State-Chartered","NM","FDIC","MIDWEST COMMUNITY BANK","KS",0,0,8125,61865,61756,192,0,0,0.1279,"Kansas",7933,61673,0.1286300325912473854036612456018030580643
73956,12422,1,"State-Chartered","NM","FDIC","SECURITY STATE BANK","KS",0,0,7117,61205,59668,31,0,0,0.111,"Kansas",7086,61174,0.1158335240461634027528034786020204662111
972750,4649,1,"National Charter","N","OCC","CONWAY BANK, NATIONAL ASSOCIATION","KS",8467,0,8061,61758,59636,0,0,2053,0.0994,"Kansas",6008,59705,0.10062808809982413533204924210702621221
458553,4748,1,"State-Chartered","NM","FDIC","FARMERS BANK OF OSBORNE, KANSAS, THE","KS",0,0,7478,59297,58624,9,0,0,0.1243,"Kansas",7469,59288,0.1259782755363648630414249089191742005128
1008151,17410,1,"State-Chartered","NM","FDIC","BENDENA STATE BANK","KS",0,0,4834,57122,58265,9,0,0,0.0815,"Kansas",4825,57113,0.0844816416577661828305289513770945318929
636753,4654,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF DIGHTON, THE","KS",9773,0,12329,59771,57944,0,0,21,0.2057,"Kansas",12308,59750,0.2059916317991631799163179916317991631799
431350,4796,1,"State-Chartered","NM","FDIC","BANK OF COMMERCE AND TRUST COMPANY, THE","KS",0,0,5998,57915,57826,0,0,0,0.1023,"Kansas",5998,57915,0.1035655702322368989035655702322368989036
460350,4752,1,"State-Chartered","NM","FDIC","FIRST SECURITY BANK, THE","KS",0,0,5196,57005,57617,102,584,0,0.0825,"Kansas",4510,56319,0.0800795468669543138194925336032244890712
196752,18109,1,"State-Chartered","NM","FDIC","TRICENTURY BANK","KS",0,0,7171,54157,57356,32,0,42,0.1315,"Kansas",7097,54083,0.1312242294251428360113159403139618734168
863652,15258,1,"State-Chartered","NM","FDIC","FARMERS STATE BANK, THE","KS",0,0,5376,56214,56728,0,0,221,0.0948,"Kansas",5155,55993,0.0920650795635168681799510653117353954959
582654,1865,1,"State-Chartered","NM","FDIC","KANSAS STATE BANK","KS",0,0,7002,55882,56274,0,0,50,0.1203,"Kansas",6952,55832,0.1245164063619429717724602378564264221235
45458,17927,1,"State-Chartered","NM","FDIC","VINTAGE BANK KANSAS","KS",0,0,6919,57187,55931,398,335,9,0.1136,"Kansas",6177,56445,0.1094339622641509433962264150943396226415
358756,13584,1,"State-Chartered","NM","FDIC","TAMPA STATE BANK","KS",0,0,5692,53115,55135,0,0,0,0.1058,"Kansas",5692,53115,0.1071637014026169631930716370140261696319
998358,4693,1,"State-Chartered","NM","FDIC","HOWARD STATE BANK","KS",0,0,5035,53478,55124,0,0,8,0.0936,"Kansas",5027,53470,0.0940153357022629511875818215821956237142
422059,13957,1,"State-Chartered","NM","FDIC","KANSASLAND BANK","KS",0,0,5555,52504,52288,0,698,0,0.0952,"Kansas",4857,51806,0.0937536192718990078369300853183028992781
671053,15784,1,"State-Chartered","SM","FED","STOCK EXCHANGE BANK","KS",0,0,3648,50583,51678,0,0,0,0.072,"Kansas",3648,50583,0.0721190913943419725994899472154676472333
3120897,57548,1,"State-Chartered","SM","FED","HERITAGE BANK","KS",0,0,3145,51247,51298,0,0,0,0.0615,"Kansas",3145,51247,0.0613694460163521767127831873085253770952
679451,15259,1,"State-Chartered","NM","FDIC","ELK STATE BANK, THE","KS",0,0,4123,51443,50771,6,0,0,0.0773,"Kansas",4117,51437,0.0800396601668059956840406711122343838093
723756,14636,1,"State-Chartered","SM","FED","PEOPLES BANK","KS",0,0,6377,49403,50089,0,578,25,0.1137,"Kansas",5774,48800,0.1183196721311475409836065573770491803279
120476,28507,1,"National Charter","SA","OCC","ARGENTINE FEDERAL SAVINGS","KS",701735,1735,6980,49581,49062,0,0,0,0.1408,"Kansas",6980,49581,0.1407797341723644137875395816946007543212
206950,16788,1,"State-Chartered","NM","FDIC","UNION STATE BANK","KS",0,0,3725,48776,48308,0,0,0,0.0731,"Kansas",3725,48776,0.0763695259963916680334590782351976381827
43351,17685,1,"State-Chartered","NM","FDIC","LEONARDVILLE STATE BANK","KS",0,0,5721,47131,47042,0,0,193,0.1166,"Kansas",5528,46938,0.1177723805871575269504452682261706932549
331553,13603,1,"State-Chartered","NM","FDIC","NEKOMA STATE BANK, THE","KS",0,0,3967,46059,47026,0,0,0,0.0836,"Kansas",3967,46059,0.0861286610651555613452311166113028941141
471057,15469,1,"State-Chartered","NM","FDIC","FIRST STATE BANK OF RANSOM, THE","KS",0,0,9557,46286,46627,0,0,0,0.2033,"Kansas",9557,46286,0.2064771205116017802359244696020394935834
7157,15057,1,"State-Chartered","NM","FDIC","STATE BANK OF BLUE RAPIDS","KS",0,0,4974,45503,46599,0,0,1,0.1093,"Kansas",4973,45502,0.1092918992571755087688453254801986725858
14753,18101,1,"State-Chartered","NM","FDIC","FARMERS STATE BANK OF BUCKLIN, KANSAS, THE","KS",0,0,4713,45158,45808,0,0,0,0.0815,"Kansas",4713,45158,0.1043668895876699588112848221799016785509
182353,13710,1,"State-Chartered","NM","FDIC","BANK OF PALMER","KS",0,0,4068,43743,44371,0,0,0,0.0916,"Kansas",4068,43743,0.0929977367807420615869967766271174816542
651354,13413,1,"State-Chartered","NM","FDIC","KAW VALLEY STATE BANK","KS",0,0,4238,44350,43081,0,0,0,0.0921,"Kansas",4238,44350,0.0955580608793686583990980834272829763247
998750,15257,1,"State-Chartered","NM","FDIC","BAILEYVILLE STATE BANK","KS",0,0,3868,41442,42854,0,0,0,0.0914,"Kansas",3868,41442,0.0933352637420973891221466145456300371604
1017854,17629,1,"State-Chartered","NM","FDIC","FARMERS STATE BANK OF BLUE MOUND, THE","KS",0,0,7058,43306,42812,0,0,0,0.1617,"Kansas",7058,43306,0.1629797256731168891146723317785064425253
571957,17375,1,"State-Chartered","NM","FDIC","STATE EXCHANGE BANK, THE","KS",0,0,4069,38683,41945,0,0,0,0.1017,"Kansas",4069,38683,0.1051883256210738567329317788175684409172
923350,4668,1,"National Charter","N","OCC","FIRST NATIONAL BANK IN FRANKFORT","KS",11916,0,4299,41050,40504,0,0,0,0.099,"Kansas",4299,41050,0.1047259439707673568818514007308160779537
861153,17403,1,"State-Chartered","NM","FDIC","HAVILAND STATE BANK, THE","KS",0,0,4932,39826,40335,0,0,0,0.1172,"Kansas",4932,39826,0.123838698337769296439511876663486164817
274052,14024,1,"State-Chartered","NM","FDIC","FARMERS AND MERCHANTS BANK OF MOUND CITY, KANSAS","KS",0,0,2654,39683,40142,0,0,0,0.0663,"Kansas",2654,39683,0.0668800241917193760552377592419927928836
526751,17955,1,"State-Chartered","NM","FDIC","PEABODY STATE BANK","KS",0,0,4395,38417,40128,13,74,321,0.1056,"Kansas",3987,38009,0.1048962087926543713331053171617248546397
540850,12139,1,"State-Chartered","NM","FDIC","FORD COUNTY STATE BANK","KS",0,0,5425,39987,39468,0,0,104,0.1357,"Kansas",5321,39883,0.1334152395757590953539101872978462001354
574556,17602,1,"State-Chartered","NM","FDIC","CITIZENS STATE BANK","KS",0,0,3330,39419,39444,0,0,0,0.084,"Kansas",3330,39419,0.0844770288439584971714147999695578274436
418856,8110,1,"State-Chartered","NM","FDIC","STATE BANK OF SPRING HILL, THE","KS",0,0,4060,38638,39104,0,0,0,0.104,"Kansas",4060,38638,0.105077902582949428024224856359024794244
141453,17719,1,"State-Chartered","NM","FDIC","FARMERS AND MERCHANTS STATE BANK OF ARGONIA, THE","KS",0,0,2913,36655,37842,0,0,99,0.0795,"Kansas",2814,36556,0.076977787504103293576977787504103293577
738657,17607,1,"State-Chartered","NM","FDIC","CITY STATE BANK, THE","KS",0,0,3331,38044,37122,0,0,0,0.0875,"Kansas",3331,38044,0.087556513510671853643150036799495321207
857259,17995,1,"State-Chartered","NM","FDIC","BANK OF GREELEY","KS",0,0,4507,36294,37114,0,0,28,0.1241,"Kansas",4479,36266,0.1235041085314068273313847681023548226989
392152,8108,1,"State-Chartered","SM","FED","NEW CENTURY BANK","KS",0,0,3604,34360,36771,0,0,0,0.1049,"Kansas",3604,34360,0.1048894062863795110593713620488940628638
603559,14344,1,"State-Chartered","SM","FED","FARMERS STATE BANK","KS",0,0,3510,35818,36493,0,0,0,0.0962,"Kansas",3510,35818,0.097995421296554804846725110279747612932
366854,16471,1,"State-Chartered","NM","FDIC","KENDALL STATE BANK","KS",0,0,3550,37106,36220,0,0,504,0.0842,"Kansas",3046,36602,0.0832194962023933118408830118572755587126
987576,29857,1,"National Charter","SA","OCC","LIBERTY SAVINGS ASSOCIATION, FSA, THE","KS",704214,4214,6379,36180,35965,0,0,42,0.1763,"Kansas",6337,36138,0.1753555813824782777132104709723836404892
3462654,58466,1,"State-Chartered","NM","FDIC","MILLENNIUM BANK","KS",0,0,4771,36499,35703,0,0,0,0.1307,"Kansas",4771,36499,0.1307159100249321899230115893586125647278
396356,13697,1,"State-Chartered","NM","FDIC","OLPE STATE BANK","KS",0,0,5724,36578,35490,0,30,5,0.1526,"Kansas",5689,36543,0.1556796103220863092794789699805708343595
789051,4652,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF CUNNINGHAM, THE","KS",12791,0,3549,34114,34431,0,0,0,0.1003,"Kansas",3549,34114,0.1040335346192179163979597819077211701941
921655,17160,1,"State-Chartered","SM","FED","COTTONWOOD VALLEY BANK","KS",0,0,4741,34679,34168,0,0,13,0.1347,"Kansas",4728,34666,0.1363872382161195407603992384468932094848
197254,4774,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF SPEARVILLE","KS",10161,0,5438,31911,33859,161,983,0,0.1396,"Kansas",4294,30767,0.1395651184710891539636623655215003087724
388258,18094,1,"State-Chartered","NM","FDIC","MARQUETTE FARMERS STATE BANK OF MARQUETTE KANSAS","KS",0,0,4619,34064,33197,0,0,0,0.1328,"Kansas",4619,34064,0.1355976984499765147956787224048849224988
745150,17114,1,"State-Chartered","NM","FDIC","GORHAM STATE BANK","KS",0,0,2580,32069,31166,0,0,0,0.0805,"Kansas",2580,32069,0.0804515263962081761202407309239452430696
866251,15098,1,"State-Chartered","NM","FDIC","UNION STATE BANK","KS",0,0,4721,29848,30922,0,0,0,0.1513,"Kansas",4721,29848,0.1581680514607343875636558563387831680515
925859,13956,1,"State-Chartered","SM","FED","CHETOPA STATE BANK & TRUST CO","KS",0,0,3230,30461,30694,0,0,0,0.106,"Kansas",3230,30461,0.1060372279307967565083221168050950395588
858153,13926,1,"State-Chartered","NM","FDIC","STATE BANK OF CANTON","KS",0,0,5532,31763,30446,0,0,2,0.1749,"Kansas",5530,31761,0.1741129057649318346399672554390604829823
721574,29172,1,"National Charter","SA","OCC","FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF WAKEENEY","KS",703042,3042,3473,29928,29518,0,0,0,0.116,"Kansas",3473,29928,0.1160451750868751670676289762095696337878
1000856,12432,1,"State-Chartered","NM","FDIC","BAXTER STATE BANK, THE","KS",0,0,6184,28550,28866,0,611,0,0.1966,"Kansas",5573,27939,0.1994702745266473388453416371380507534271
300456,18089,1,"State-Chartered","NM","FDIC","PIQUA STATE BANK","KS",0,0,2585,26206,26406,0,0,0,0.0976,"Kansas",2585,26206,0.098641532473479355872700908188964359307
652959,15853,1,"State-Chartered","NM","FDIC","FARMERS STATE BANK","KS",0,0,1893,24282,24350,0,0,0,0.078,"Kansas",1893,24282,0.0779589819619471213244378552013837410427
125958,17395,1,"State-Chartered","NM","FDIC","LORRAINE STATE BANK","KS",0,0,3159,23549,23817,0,0,0,0.1328,"Kansas",3159,23549,0.1341458236018514586606649963905049046669
739159,18067,1,"State-Chartered","NM","FDIC","FREEPORT STATE BANK","KS",0,0,1741,23908,23550,0,0,87,0.0728,"Kansas",1654,23821,0.0694345325553083413794551026405272658579
167752,4728,1,"National Charter","N","OCC","MARION NATIONAL BANK, THE","KS",7911,0,3434,22967,23124,0,1065,0,0.1078,"Kansas",2369,21902,0.1081636380239247557300703132134051684778
71859,13959,1,"State-Chartered","NM","FDIC","CBW BANK","KS",0,0,4083,21162,22659,0,0,0,0.1919,"Kansas",4083,21162,0.1929401757867876382194499574709384746243
370758,13578,1,"State-Chartered","NM","FDIC","BANK OF WHITEWATER","KS",0,0,1866,22253,22580,0,0,6,0.0839,"Kansas",1860,22247,0.0836067784420371286016092057356048006473
741358,16744,1,"State-Chartered","NM","FDIC","PEOPLES STATE BANK","KS",0,0,4605,19273,19700,0,0,0,0.2389,"Kansas",4605,19273,0.2389352980854044518237949462979297462772
